Difference of "all_files" between "b1.6.6" and "b1.7".
Changed file "vv.class" from "e4d173b9c7e28ad150d63e9ad605128898611cb1" to "527522e374043650ef830525cf164152df3427e1".
Changed file "vw.class" from "4d61aa66dcdcd091a203108ed19cce93971db3c5" to "9fe49bf3b0159920b81a4f7840fe6e3c399a4aa9".
Changed file "vx.class" from "4992f2f1f217ba5ef3bd4d14f397c01126774520" to "37166640002c69f03c83af27071ae2f9f8b8e025".
Changed file "vy.class" from "ac36403bae666abb21406611e09de8fae2df8bc4" to "df9a612b76166842e95f0274d51cb155b73a9ec1".
Changed file "vz.class" from "da7e02ef7cb0380663541e9bc7d2295416daa879" to "8c6965a44fd062efc748aa44ac6a159b96da3eb0".
Changed file "w.class" from "925e761f39aa10c4155e6846696ec6401209a2de" to "612cb324a2f53c60e99a3c73536aa3ac5d537442".
Changed file "wa.class" from "8a3189431ff463ee8d7b8902e82d897923f1a765" to "2f8611ef40957c6af71ad64c3b8c11cf37964a20".
Changed file "wb.class" from "94d8fa105eced7475d89b36b9efb12cd186a4889" to "03ce3c9fdda642d36c4e6d2501b33417c2471c4c".
Changed file "wc.class" from "5e55593514414dd1a4a25e3d953e3630767379e2" to "7be8a25b9c57882f1f807f43a6bb49e100352847".
Changed file "wd.class" from "8bb552ec4a83a058539d2d81c0de3a3af376f3e2" to "796759ed1f81317333919271fa3d622c9cea426e".
Changed file "we.class" from "e0a33686e2313364410e7d78f3dea8b6e2f9a41b" to "9aba7482fcbe405d4ad6f85f6244f72180cd77b8".
Changed file "wf.class" from "b0dafe754ada1eae897f756ed9971ef5a1e15c59" to "238d0e150176958c7d563c39604475d0e7fc012b".
Changed file "wg.class" from "2e5b8e98c3f183e438c982acdedd75b71b1f5653" to "0c9d05601237b59b59baf146fae4b09a53d34ca7".
Changed file "wh.class" from "4beff7d2e3c70eee6aec143495b6de14399c312c" to "3ebcb0275a360901b092444c87876a11c4338956".
Changed file "wi.class" from "17ce6146ddcc115b614a07bb096f13fefca5b542" to "71a276fd29e40eb1ed356da5e461faa628c66fda".
Changed file "wj.class" from "086d14322f4179c3981030411ef4a469ea93775d" to "903db2a13ca2772e6d03fb6ec69a27dfb68de147".
Changed file "wk.class" from "e173f6a29107cb1706d72ddf377683840b3969d4" to "cc192f41fa2e36a0ffddc714bcceb54939e37a49".
Changed file "wl.class" from "2dff454b39be5cfd9d1e2b459840bd6d7dc0d8e9" to "5cc9962cafd5c6283d10cf61cfc0f95d590c9fd0".
Changed file "wm.class" from "a4aabed2a89fdb5a4c472f014e1cfee2eb22b7e8" to "8981599c572a612f4978d731a6d23feb22589246".
Changed file "wn.class" from "8d1374a2c8030439ae46865de9fe9f003dd191f3" to "cc6933d4ca1165f6db166ab33508923d722e9a44".
Changed file "wo.class" from "729bf2c2f3fd8f23266870665ab7407a84c67f38" to "58622a4d6dfd9df24b86b3ab15994ba95355f89e".
Changed file "wp.class" from "b8fe16e9358cda4650260ae42072db76c919e6ff" to "100bfd51ec5a29b706b7b41383a6c39ad7eb4ba0".
Changed file "wq.class" from "36b54c458a4371865ccacc1f49142d51ccad2dce" to "5aa7b04a4086f3e81b6b7218375d7d3a74197c70".
Changed file "wr.class" from "c5c3ecbd5556b7993328d643f86765660263e8c1" to "cbc9beaa38aa71936336cfa9a717a43018da2eef".
Changed file "ws.class" from "489bfbb87485c036978e62590b05eb4cd207a8af" to "c5cfb3911f9c73e18077c240e25fab03ab37c912".
Changed file "wt.class" from "789acebcdd900b27ca5af154fe54baf2ddf56854" to "4e6e061643aaaa866897e2766b207ef1ab7691ab".
Changed file "wu.class" from "566c3ebfb0c39a7e2e48eeace1d58aef92d9d830" to "99771f04abed10d4b622136795e4ab38f5a9c34c".
Changed file "wv.class" from "8f5f47da1e6c52bf34decc7a366a8b3bd55d783d" to "758ef300417d4d48616b2965f53497ed0b45ad2c".
Changed file "ww.class" from "a5aacec056616cab7b7173dfd47177f49e0c615d" to "52cff84987f96030ddae4926a0ca2afa56639e41".
Changed file "wx.class" from "a66ceb59ed658a3dc5007e10cd8bd08baf3c08a2" to "1c4cb810dc0c162100686d9acf17b7259b9e1efa".
Changed file "wy.class" from "c4baf440c2dd9c8e3a249822f47c1c522feb3a67" to "c74ef6a41acb28ada830e98f76ade40143026150".
Changed file "wz.class" from "d461f371d6b13be8c441813626984ffdbfcb299a" to "3a0c3f1399e5dedcd497d5d5c79dfcbf11d02079".
Changed file "x.class" from "88950cbf5e548211526239c9fd95b18b8b751682" to "203b845bb063ecb9194113f31bd6da13187f5922".
Changed file "xa.class" from "915bbacda0125dbdf7507f81fcd134166e6adcdc" to "8eab65e681fb945a4bd74a2eae8ccf011d7a3b17".
Changed file "xb.class" from "617e30f910ec9c1c570a4821d83568dc19a69d2c" to "94d061947fb9cbe0f178001c097dcdd1fb14e3e7".
Changed file "xc.class" from "20b71a92392f3ccafef53943d9107f57b935fcfa" to "b2ca7ab3afbc837a476bf39c789399ffcc9bd6d5".
Changed file "xd.class" from "aaa45b914052256801e958fc01d17801a5725e6f" to "67df54edd6d6febff0c22d25bed2d2032088e00f".
Changed file "xe.class" from "8b1bd4d251fb61c4e9a3a91f3f87da33929d4322" to "93f52ebfe2b9ae173e21414ff3cf83dd31cf4b49".
Changed file "xf.class" from "303b40dbd7a93ec04666e3e29f7b215d2377ca3c" to "9f60aaf5565ad1745039a7e839d236e39af3ed3c".
Changed file "xg.class" from "3ed0584ba140cd4e6738c4b95454a793af28e852" to "14cf1206b1300d2dd094d5251395bf16067d8b3b".
Changed file "xh.class" from "5e8622768d9917fa9b008e720e723f00ee93fd96" to "cbbb21dd7e4e004b4659e346d0276aa42e8571f1".
Changed file "xi.class" from "0441af7bad86e74b147f3cc80da66b11f8bf2732" to "dedb783a22966446c6dcd6cc0861b6399784d92d".
Changed file "xj.class" from "af73f8c5ee94b319de3c3a74d1211afdf50d9ac6" to "2e21328e2547476c0d33c1e4f66f5fb305641fe6".
Changed file "xk.class" from "5b8d96eb83dfe0b6719993e4f82890288d3f65a6" to "278f37b69753f77296318bfdb169d8674d706bc6".
Changed file "xl.class" from "531ca844050588573d5a0fc0c185e5c63dbf602c" to "af6afd94e53139214c5a0b0e5364099bcbc3a553".
Changed file "xm.class" from "c9615f9c1868d83063064be423c9bb6975d30d65" to "61ee13be91d18d831373ddbe58574ed0182eb201".
Changed file "xn.class" from "06496985a999736e62e7cb37cdd6eee94cc9dbae" to "3b8927ab847f24f01363acba9df107f90f714406".
Changed file "xo.class" from "da3e5beef8f958cf5cbe8bf0e18b8dde9a4d6b18" to "fc776daba7a56efd0c930f599c1ac254df4afa0b".
Changed file "xp.class" from "5f813d1f5b3ac5ab4c9b646a028b71234bb2ef7a" to "7402e6047766c46326e410c22419891ae95c73db".
Changed file "xq.class" from "e3eec57ea551b2ffad9f3eedbeb8488494f09472" to "e2a42ed26821a2bf060a51da7fd16d8859256ea6".
Changed file "xr.class" from "8ec33388d33eacecc074b4f192a739c930748ac2" to "315a7d36a4a5cce4a24d02fa8bba7d4338e4dd41".
Changed file "xs.class" from "9d3d631981dbed7822a4843d2380eea0b8efbf11" to "65353c0b85e677518986ffee8e078f56a12c7104".
Changed file "xt.class" from "747db1512c3f28ba6b1f13f97b36b09affef7a43" to "ed6f75091d6dbcb6444ea27167f9565d3e502994".
Changed file "xu.class" from "7776e2e594b2c1fed14a579c8b5f3b902fd6a863" to "33545c2ba665731ef2a9ab21fa30fa05aaa97cbb".
Changed file "xv.class" from "ef06c857fed94fb26797f815ea6f6fec29f80b8d" to "7e05f4aed20c59b7fe6153eeed020a48a5f803a5".
Changed file "xw.class" from "30ec08142913a8c793635bd38795d04aff344f54" to "c63852e5ef326dc2e7656d0222503475a6903f6e".
Changed file "xx.class" from "020e8b36e1514824103583fbd93d8210b5b1c751" to "95460e6d57035875a2a211d6eb1fd319810c46a0".
Changed file "xy.class" from "c12bf802a68a175402400394f02291de66b1ae8b" to "dfd5d1f9a8c391005e1fbde0a52ce847c45d3b8a".
Changed file "xz.class" from "2ee5ceab092566283babb5b7160a340ba2502e5f" to "f842e44df235e6b8b97e10d88bae88ac6ed64551".
Changed file "y.class" from "b04f21c2c480b7effb3235432b37bd9d71828ca2" to "d6708244c79d2e3668118e8ca3b502e55ff980c5".
Changed file "ya.class" from "102313102ced5eef929171fba0c4690c1e843436" to "e4b61be0ad1d1b21e587d648391cc5fe50b6e163".
Changed file "yb.class" from "9393ce8e89b471c68b9295cbdfbc88f0472b7921" to "184f9cc350e1ad8c97aca951e4dfd3d8989b4a66".
Changed file "yc.class" from "212d281c1de0425c1d2926caf053efbf998d6930" to "79329c60306b9c38e280f5c3d630b6e55cf069c4".
Changed file "yd.class" from "5bac2e685f282e1da335c7372f47f4d6d695b6b0" to "c5599cc71145eddbdae48fa5641f7da315643eb9".
Changed file "ye.class" from "7394d18b8c048bb39d97722e54a5ac0c0763879e" to "afd6312e94f105dba2fd7ce9e05e08fc50dfb78c".
Changed file "yf.class" from "f22f13ac96b0366a7cea8da1425105465da177de" to "b1486aa8d78dcdfae0b4ec81ccae55b493c827e3".
Changed file "yg.class" from "11fdd712220ebeedda986ceccdbc7d4e6ff1f11e" to "423c2fd50693444fb0027858ce7334cad4169d2b".
Changed file "yh.class" from "a595762db0ef8075b88ca5f763b38d354f96902d" to "e10e8b87c231d79abb29db9fd8061bdbc1e76d90".
Changed file "yi.class" from "42e32bb0b3841afbd5a8d0e4c48d262f1a4f6649" to "7cd6fe5f3519022929284af27dcfac1eabc5fd1d".
Changed file "yj.class" from "d3cf9f078ba9faff14d26c006eaf8c536fa85582" to "809d94573f7a944ec6ca64f0b3789f4042942b5f".
Changed file "yk.class" from "f812da426a3ca4d540178c54e8618668e684f846" to "c358cd46033816145789dfaa7177f8e35af5e61a".
Changed file "yl.class" from "bb3b9ce9e5bd68716cd897bbbba4ba910de9ec1c" to "ae35188aacc3bcfd061f911134bad1fee77d461b".
Changed file "ym.class" from "cbb85fe2fd6b6e0f5f90944cf43771d9f3de9ec8" to "05e00a90898077a9bfb53f21a65ac0828a0289b7".
Changed file "yn.class" from "b84f0d43e942bb3fc3e026fd7eed1f559df67672" to "3e47563f3c6995ca1e0c4620127eb66856d2cbf5".
Changed file "yo.class" from "16391648edf8a6a3706ecd4e0e591e29b8fffe1c" to "b46e3cadae6a790f9efbbea9ba751887a76cda94".
Changed file "yp.class" from "f47b16832d29a09717aab8b458698b2393992c85" to "0443d84836ba1d4fbc1fd2173a0215a500866115".
Added file "yq.class": "584bd91e06ec275fa99e751270adcedb88f7699f".
Added file "yr.class": "38d2ac3d81438d7ab558505f6d76e35d207abbe9".
Added file "ys.class": "313fb6129e366b573b4f442dcfd76b04d8b8bc76".
Added file "yt.class": "e9539afd0386ebf1b4bc2baa4099b144a6c1e05a".
Added file "yu.class": "86abc8af700dce9242da1eac56bf0d7150294604".
Added file "yv.class": "093805942274d0954385e47e36c98c651df22c97".
Added file "yw.class": "9b6f2d485fe92786545d49512cbf42c2a60388cb".
Added file "yx.class": "68c1106cf48fb1fb48123111d20abfea7f42e244".
Added file "yy.class": "61419972df17c77284037a87dea197a2a30f0540".
Changed file "z.class" from "f2148399e35a16c19e38d75283248754c81d2bc1" to "11efed66940e8afbcb6aaac7cbcbea96a3e28653".
